sender,messages,mean_words,pos_rate,neg_rate,question_pct,shouting_pct,nongame_pct,channels
azureee7,13,1,76.92,0.0,0.0,84.6,0.0,1
qt_lookin_like_a_chug_jug,42,6.36,22.47,0.0,2.4,26.2,100.0,6
saiys,7,0,0.0,0.0,0.0,0.0,0.0,1
torgo_pizza,43,7.74,18.02,3.0,16.3,7.0,0.0,1
southpaw1724,13,2.85,0.0,0.0,15.4,46.2,100.0,2
viper_impact,7,2,0.0,0.0,0.0,71.4,100.0,1
pal_friendpatine,6,7.33,22.73,22.73,33.3,0.0,0.0,1
silvebard,5,2.4,0.0,0.0,0.0,80.0,100.0,1
focosa88,5,3,0.0,0.0,0.0,60.0,100.0,1
kooldude58,5,13,0.0,15.38,20.0,60.0,40.0,2
nessa1994,5,0,0.0,0.0,40.0,0.0,0.0,1
quren,5,1,0.0,0.0,0.0,0.0,60.0,3
derschroeb,5,2.4,0.0,0.0,0.0,0.0,0.0,1
iamhussien,6,4.83,0.0,0.0,0.0,33.3,100.0,3
ld392,20,5.8,51.72,8.62,5.0,15.0,0.0,1
helferklein,5,3.2,0.0,0.0,0.0,0.0,0.0,1
youtouchmyface,17,2.53,0.0,0.0,0.0,100.0,100.0,1
takipg13,16,15.31,0.0,0.0,0.0,68.8,0.0,1
topaze719,5,3.8,0.0,0.0,80.0,0.0,100.0,1
sta_t5,9,1.78,0.0,0.0,0.0,22.2,100.0,2
krettar,7,2.29,62.5,0.0,0.0,42.9,100.0,3
kingroders,14,2.86,0.0,0.0,0.0,21.4,0.0,1
daniel_toscan_seplante,6,1.5,0.0,0.0,0.0,33.3,0.0,1
shadowlunar,18,1.94,28.57,28.57,0.0,61.1,0.0,1
tormorn,5,2.2,90.91,0.0,0.0,40.0,0.0,1
hallrs,15,4.4,0.0,0.0,0.0,13.3,0.0,1
ruuny,10,2.3,0.0,0.0,0.0,60.0,100.0,2
ju08693,7,0,0.0,0.0,0.0,0.0,100.0,1
pishess,5,0,0.0,0.0,80.0,0.0,0.0,1
bloodreyna,21,4.29,55.56,22.22,14.3,33.3,0.0,1
nickoone,22,2.18,62.5,0.0,13.6,45.5,0.0,1
pikablu2015,5,3.6,0.0,0.0,0.0,100.0,0.0,1
patatouilla,5,2.4,0.0,0.0,0.0,0.0,0.0,1
leerandomly,8,2.38,0.0,0.0,12.5,12.5,100.0,2
ridz_,7,4.29,0.0,0.0,0.0,57.1,100.0,3
entropier,6,1.83,0.0,0.0,0.0,66.7,0.0,1
shinypervy,5,4,0.0,0.0,0.0,80.0,100.0,2
he_does_it_4_free,8,5.75,21.74,0.0,0.0,0.0,0.0,1
knlfer_prlde_,6,2.33,0.0,0.0,0.0,16.7,100.0,3
bilbok_,5,1.4,0.0,0.0,0.0,60.0,100.0,1
oska__,6,0,0.0,0.0,0.0,0.0,0.0,1
aaronmfabra,5,0,0.0,0.0,0.0,0.0,0.0,1
nifftyyobro,18,7.28,15.27,0.0,22.2,0.0,0.0,1
lkenzu,6,0.83,0.0,0.0,16.7,16.7,100.0,3
craa4k,6,1.67,0.0,0.0,0.0,66.7,100.0,2
g2_maro,7,3.43,41.67,41.67,14.3,14.3,0.0,1
silentsaturn,6,2,166.67,0.0,0.0,0.0,0.0,1
texasultraman,12,4.83,17.24,17.24,16.7,16.7,0.0,1
misterrocketman,6,3.83,0.0,0.0,33.3,16.7,0.0,1
lalinmartinez,6,2.17,0.0,0.0,0.0,16.7,100.0,1
ultimafirez,27,1.81,0.0,0.0,0.0,44.4,96.3,5
imnaany,5,4.2,0.0,47.62,0.0,0.0,100.0,1
ooxxsandryxxoo,6,4,0.0,208.33,0.0,16.7,100.0,1
wheelboy,12,3.33,0.0,0.0,0.0,41.7,0.0,1
natonium,21,6.57,86.96,0.0,4.8,23.8,100.0,5
renerise,7,1,0.0,0.0,0.0,42.9,0.0,2
na_less_semis_than_jankos,12,4.83,0.0,0.0,0.0,33.3,0.0,1
breathinrubius,6,2.33,0.0,0.0,0.0,33.3,100.0,1
deargiraffe,8,5.38,0.0,46.51,12.5,0.0,0.0,1
dunes8,10,12.1,8.26,0.0,10.0,0.0,0.0,1
tacodog40k,6,6.17,27.03,0.0,0.0,0.0,0.0,1
romina_rubiusmile,6,3.5,0.0,0.0,0.0,33.3,100.0,1
raccoonteur,6,2.67,0.0,0.0,0.0,50.0,0.0,1
yaaag,6,1.83,0.0,0.0,0.0,33.3,66.7,4
sidewalkgremlin,10,6.3,63.49,0.0,0.0,0.0,0.0,1
duelrl,8,2.12,58.82,0.0,0.0,25.0,12.5,3
potateeeeees,6,2.17,0.0,0.0,0.0,33.3,100.0,2
tongui246,5,0,0.0,0.0,20.0,0.0,100.0,1
vero_mamutdoblas,5,2.4,0.0,0.0,0.0,40.0,100.0,1
marselanaftd0blas,7,3,0.0,0.0,28.6,57.1,100.0,1
arekscave,6,15.67,0.0,0.0,16.7,33.3,0.0,1
ahnkooon,9,0.44,0.0,0.0,0.0,0.0,11.1,2
intra_xd,5,3,0.0,0.0,0.0,20.0,100.0,2
ashly_doblasugared,8,3.5,0.0,35.71,0.0,62.5,100.0,1
sleepy_azathoth,6,6.33,26.32,52.63,0.0,50.0,0.0,3
fossabot,35,14.26,14.03,2.0,2.9,2.9,14.3,4
francism10,15,1.73,38.46,0.0,0.0,33.3,100.0,5
greenpoison89,5,3,0.0,0.0,0.0,40.0,100.0,1
bizeeey,6,3.83,86.96,0.0,0.0,50.0,0.0,1
windyj23,10,1.4,0.0,0.0,0.0,60.0,80.0,2
bimodalcomic,18,8.33,6.67,13.33,11.1,5.6,100.0,1
alexs_fapparamoar,5,2.4,0.0,0.0,0.0,80.0,100.0,1
sbkmulletman,43,15.95,2.92,7.29,11.6,9.3,74.4,4
unragazzosemplice,11,5.73,0.0,0.0,0.0,27.3,0.0,1
steamcancer,9,3.89,0.0,0.0,11.1,11.1,0.0,1
caisesiume,47,5.06,12.61,4.2,8.5,6.4,100.0,2
crosstraffic73,6,4,0.0,41.67,0.0,0.0,0.0,1
dyrusgod,7,5.86,0.0,24.39,14.3,28.6,0.0,1
bebas,6,9.33,17.86,0.0,16.7,33.3,100.0,2
kitsunesan07,5,2,100.0,0.0,0.0,60.0,100.0,2
amish_andy,16,6.62,18.87,0.0,12.5,6.2,100.0,1
bjws1109,12,0,0.0,0.0,16.7,0.0,8.3,2
canyousurvive,5,1.6,0.0,0.0,0.0,20.0,0.0,1
steelydan68,6,3.67,0.0,0.0,16.7,0.0,0.0,1
vandilevids,5,2,0.0,0.0,0.0,60.0,100.0,2
jarrodhicks,5,4,50.0,0.0,20.0,0.0,0.0,1
imthatoneguy64,7,2,0.0,0.0,0.0,71.4,0.0,2
oxenia1111,5,1.4,142.86,0.0,20.0,40.0,0.0,2
yachung1,6,0,0.0,0.0,16.7,0.0,100.0,1
aconexofficial,8,1.25,0.0,0.0,0.0,25.0,0.0,1
godlikenil,5,4.6,43.48,43.48,0.0,0.0,0.0,1
maddlife1,5,1.8,0.0,0.0,0.0,20.0,20.0,3
i_are,6,0,0.0,0.0,0.0,0.0,0.0,1
lordkntt2,10,2.8,0.0,35.71,0.0,10.0,0.0,1
gardenvarietybro,5,3.6,55.56,0.0,20.0,0.0,0.0,1
diskibu,27,2.67,0.0,13.89,7.4,14.8,0.0,1
noufal2017,5,2,0.0,0.0,0.0,0.0,100.0,1
thesilveraura,14,1.43,0.0,0.0,7.1,50.0,42.9,3
furkankalyoncu,6,2.17,0.0,0.0,0.0,33.3,100.0,2
natebud,10,5,20.0,0.0,10.0,10.0,0.0,1
nastradooomus,22,3.41,66.67,0.0,4.5,77.3,95.5,2
mysttake,10,1.4,0.0,0.0,0.0,60.0,100.0,4
eddy_kr,9,1.78,62.5,0.0,0.0,22.2,0.0,1
yummykaraage,55,6.02,9.06,0.0,3.6,52.7,96.4,5
charliust,13,2.15,0.0,35.71,7.7,46.2,100.0,4
kammekasu,24,1.58,0.0,0.0,0.0,25.0,87.5,3
fldy,8,1.25,200.0,0.0,0.0,75.0,0.0,1
appliedchain1,11,1.36,0.0,0.0,0.0,45.5,0.0,1
alexssnt,6,10.17,0.0,16.39,0.0,0.0,0.0,1
thewilzzu,7,7.14,0.0,0.0,14.3,28.6,71.4,3
blubblubblublub,6,4.83,34.48,0.0,16.7,50.0,83.3,3
yamanaltiok,8,3.12,0.0,0.0,0.0,50.0,100.0,1
peacenik,7,7.14,0.0,0.0,14.3,0.0,100.0,1
tariquethedarwin,5,5.6,0.0,0.0,0.0,0.0,100.0,4
yes_sir_gachibass,5,10,0.0,0.0,0.0,20.0,100.0,3
templarre,9,1.67,66.67,0.0,0.0,55.6,55.6,2
trippycolour,5,2,0.0,0.0,0.0,20.0,60.0,3
mirac0909,22,4.18,0.0,0.0,0.0,22.7,100.0,2
mr_briggs_,40,4.28,17.54,0.0,7.5,5.0,0.0,1
jenpi593,11,4.91,0.0,0.0,0.0,18.2,100.0,1
mightydeekin,11,5.27,0.0,0.0,0.0,9.1,0.0,1
sideralvll,5,1,0.0,0.0,0.0,100.0,100.0,1
calenhir,5,2.2,90.91,0.0,0.0,60.0,0.0,2
emreylmz19o7,9,2,0.0,0.0,0.0,0.0,100.0,2
anabanana21,5,8.4,0.0,0.0,0.0,0.0,100.0,1
burntartic,40,4.22,17.75,0.0,5.0,0.0,0.0,1
danganace,5,9.4,0.0,0.0,0.0,0.0,0.0,1
zeldasbosom,6,2,0.0,0.0,0.0,16.7,66.7,2
tulkas_orome,8,2.12,58.82,0.0,0.0,0.0,0.0,1
exelilking,6,10,0.0,50.0,16.7,0.0,100.0,1
k1m4n,7,4,0.0,0.0,0.0,0.0,0.0,1
gradecurve,6,5.67,0.0,0.0,16.7,0.0,0.0,1
bearwalrus,9,9,49.38,12.35,11.1,11.1,0.0,1
im_guile,12,4.42,56.6,18.87,8.3,0.0,0.0,1
lordloca,8,24.62,0.0,0.0,12.5,0.0,0.0,1
archaon_theneverchosen,5,6,33.33,0.0,0.0,20.0,0.0,2
hazretlerihybris,5,4.4,0.0,0.0,0.0,100.0,100.0,1
crazylikeswayze,8,3.62,0.0,0.0,12.5,25.0,0.0,1
dashdashiell,22,3.68,37.04,0.0,0.0,9.1,0.0,1
aloneindoom3,5,2,200.0,0.0,20.0,40.0,0.0,1
stickmansullyh,11,2.91,0.0,0.0,0.0,0.0,100.0,2
pikadonte,13,3.54,0.0,0.0,0.0,30.8,100.0,1
dartarianyx,12,4,41.67,0.0,8.3,0.0,100.0,3
lunrael,37,8.14,3.32,3.32,13.5,0.0,0.0,1
frankyranky,17,2.35,25.0,0.0,0.0,5.9,58.8,4
sobersawdust,5,7,0.0,28.57,0.0,0.0,0.0,1
kinzerspoo,15,4,33.33,16.67,0.0,13.3,100.0,2
elizabethswann,51,3.98,14.78,19.7,0.0,2.0,0.0,1
zack_lokhart,5,2.6,0.0,76.92,0.0,20.0,100.0,1
juhneeee,9,2.89,0.0,38.46,0.0,11.1,77.8,6
mistyc34,5,2.2,0.0,0.0,0.0,0.0,100.0,2
armaquee,5,3.8,0.0,0.0,20.0,0.0,100.0,2
expento,7,8.29,17.24,0.0,14.3,28.6,0.0,1
selfleslol,7,5,28.57,28.57,0.0,0.0,0.0,1
1boredpanda,12,2.58,0.0,0.0,0.0,83.3,91.7,3
juliancasablancas95,5,7.6,0.0,0.0,0.0,0.0,100.0,1
thedeluxetux,15,7.6,35.09,26.32,13.3,0.0,0.0,1
pez8,6,13.5,0.0,0.0,0.0,16.7,0.0,1
kungfumonkii,20,2.4,20.83,0.0,5.0,15.0,0.0,1
rabanex,5,2,200.0,0.0,20.0,40.0,0.0,1
titusc19,16,7.5,0.0,33.33,12.5,18.8,100.0,1
boasunk,18,11.72,4.74,0.0,0.0,27.8,88.9,5
neo_nite,5,2.4,0.0,0.0,20.0,0.0,100.0,1
artificialchatter,8,3.88,32.26,0.0,0.0,12.5,0.0,1
sp00n19,25,2.44,0.0,0.0,0.0,48.0,92.0,2
m_demi_86,8,8.75,0.0,0.0,12.5,0.0,0.0,1
p5ych0pa7h,5,9.2,21.74,0.0,0.0,0.0,20.0,2
pjay849,12,4.17,20.0,20.0,0.0,16.7,0.0,1
quacky,9,4.56,0.0,0.0,11.1,0.0,0.0,1
tsmfansrdelusional,13,9.15,33.61,50.42,15.4,100.0,0.0,1
luisgermanxd,7,4.86,0.0,0.0,0.0,42.9,100.0,1
heizted,13,2.69,0.0,0.0,7.7,53.8,0.0,2
gtu875,11,7.82,11.63,23.26,45.5,18.2,0.0,1
al3x_984,6,4.17,0.0,0.0,0.0,50.0,100.0,1
toon_kake,5,4.6,43.48,0.0,0.0,80.0,0.0,1
aria_black,8,9.75,0.0,38.46,12.5,0.0,100.0,1
loboredfox,5,6,0.0,0.0,0.0,20.0,100.0,1
suddensleepingsickness,7,2.29,0.0,62.5,0.0,0.0,85.7,3
gawdliike,15,2.73,73.17,0.0,0.0,0.0,100.0,4
colaguy_,5,5.8,34.48,0.0,40.0,0.0,80.0,3
y0boii,13,1.92,0.0,0.0,0.0,53.8,100.0,4
bluca1998,8,13.88,0.0,0.0,0.0,0.0,0.0,1
tgm999,9,3,37.04,37.04,0.0,0.0,0.0,1
davojam,6,3.33,0.0,0.0,0.0,16.7,16.7,2
illinerd,25,7.12,5.62,16.85,24.0,0.0,0.0,1
mrquizmo,5,8.2,0.0,24.39,20.0,0.0,0.0,1
gizzm01,8,4.38,0.0,0.0,0.0,0.0,0.0,1
terdog,14,5.21,13.7,13.7,0.0,0.0,0.0,1
gutinhotrl,9,1.89,0.0,0.0,0.0,22.2,0.0,2
saosinn_,5,2,0.0,0.0,0.0,40.0,0.0,1
hollow_day,7,1.14,0.0,0.0,0.0,14.3,14.3,2
specialtater,11,3.36,0.0,0.0,0.0,0.0,0.0,1
cubbyty,6,1.5,0.0,0.0,0.0,0.0,0.0,1
ojoooosh,5,1,0.0,0.0,0.0,0.0,0.0,1
skrillex6977,6,1.83,90.91,0.0,0.0,0.0,0.0,1
nipps6,5,1,0.0,0.0,0.0,0.0,0.0,1
nmss_monspubis,5,1,0.0,0.0,0.0,0.0,0.0,1
bladedaethking21,8,3.5,0.0,0.0,25.0,0.0,0.0,1
newkemz,7,1.29,111.11,0.0,0.0,0.0,0.0,1
goldnpheonix,11,4,22.73,0.0,9.1,0.0,0.0,1
ratwithashotgun,7,6.14,0.0,0.0,0.0,0.0,0.0,1
pootata,22,2.14,85.11,0.0,9.1,63.6,95.5,2
kapp06,8,1,0.0,0.0,0.0,0.0,0.0,1
marbman13,11,3.82,47.62,0.0,0.0,0.0,0.0,1
techbob_2002,9,20,16.67,5.56,0.0,0.0,0.0,1
icobacca,9,9.11,12.2,0.0,0.0,0.0,0.0,1
pm_me_your_nachos,18,18.61,62.69,0.0,0.0,0.0,0.0,1
twonyn,6,1,0.0,0.0,0.0,0.0,0.0,1
shaman71,12,6.33,289.47,13.16,0.0,0.0,0.0,1
ism07,5,1,0.0,0.0,0.0,0.0,0.0,1
pixelbypixelstudios,7,1.86,76.92,0.0,0.0,0.0,0.0,1
untiorandom,5,1,0.0,0.0,0.0,0.0,0.0,1
bastiannnnnnnnnnnnnnnn,6,6,27.78,0.0,0.0,66.7,0.0,1
nwonknu_x,5,1.8,0.0,0.0,0.0,0.0,0.0,1
ogr3magi,11,5.73,0.0,0.0,0.0,18.2,0.0,1
arcsensor,10,2.8,0.0,0.0,20.0,0.0,0.0,1
moondaragon,18,4.17,106.67,0.0,0.0,0.0,0.0,1
frankdamuthafkntank,5,2.8,0.0,0.0,0.0,20.0,100.0,5
shayeta,5,7,28.57,0.0,0.0,20.0,0.0,1
ladyvegan,13,2.77,0.0,0.0,7.7,0.0,0.0,1
gelo_shot,8,4.75,0.0,0.0,12.5,25.0,100.0,4
roccofillmore,5,9.4,85.11,0.0,0.0,0.0,100.0,1
sledgethewrestler,8,7,35.71,0.0,0.0,0.0,0.0,1
blaloco,7,1,0.0,0.0,0.0,0.0,0.0,1
ferdieee,6,2.5,0.0,0.0,0.0,33.3,100.0,3
ricketycat,9,4.78,0.0,0.0,11.1,0.0,0.0,1
snorkel_,7,1,0.0,0.0,0.0,28.6,42.9,2
drewzeedo5,5,1,0.0,0.0,0.0,0.0,0.0,1
l0053g0053,5,1,200.0,0.0,0.0,0.0,0.0,1
kagaminenerd,9,1.78,0.0,0.0,0.0,0.0,0.0,1
dyinginsidexd,6,1.17,0.0,0.0,0.0,33.3,33.3,2
jackiy12363,6,3.5,47.62,0.0,16.7,0.0,100.0,2
taurenhunter,6,1.67,0.0,0.0,0.0,66.7,50.0,2
appleyz,7,2.86,50.0,0.0,0.0,14.3,100.0,2
livingvicariously_xd,5,3.2,0.0,0.0,20.0,0.0,20.0,2
drnoesis,5,5,40.0,0.0,0.0,0.0,0.0,1
thelastknownhobo,7,3.57,0.0,0.0,0.0,28.6,85.7,2
wyldstaar,8,8.5,14.71,0.0,37.5,0.0,0.0,1
ninjasockmonkey,5,6,0.0,0.0,0.0,0.0,0.0,1
rank26,18,1.5,37.04,0.0,0.0,44.4,0.0,2
per_suede,6,1.83,90.91,0.0,0.0,0.0,0.0,2
zexc_,7,1.29,0.0,0.0,0.0,0.0,0.0,3
mcnutty88,5,1,0.0,0.0,0.0,0.0,0.0,1
caml0st,5,1,0.0,0.0,0.0,0.0,0.0,1
jorrell1570,6,3.17,0.0,0.0,0.0,0.0,0.0,1
kooper07,6,7.83,21.28,0.0,16.7,0.0,83.3,2
pastrami,5,3.4,0.0,0.0,0.0,0.0,0.0,1
papa_smurf4,18,7.11,15.62,0.0,0.0,0.0,0.0,1
twisted_sprite,6,1,0.0,0.0,0.0,0.0,0.0,1
jalvis10,5,1,0.0,0.0,0.0,0.0,0.0,1
tripodunit,5,1.4,0.0,0.0,0.0,0.0,0.0,1
ganktakular,6,1,0.0,0.0,0.0,0.0,0.0,1
random4,5,1,0.0,0.0,0.0,0.0,0.0,1
someporkchop,10,1.6,0.0,0.0,0.0,0.0,0.0,1
jaxbell217,10,1.4,0.0,0.0,0.0,20.0,0.0,1
theevildrf,8,10.38,0.0,12.05,25.0,0.0,0.0,1
ambear27,5,2.8,0.0,0.0,0.0,0.0,0.0,1
cheif_dctj,8,1.25,0.0,0.0,0.0,12.5,0.0,1
hemdan1,40,5.95,0.0,0.0,0.0,47.5,0.0,1
zesty_zelda,5,2,0.0,0.0,0.0,60.0,0.0,1
defstamina88,5,2.4,0.0,0.0,0.0,20.0,0.0,1
drunkatthecircus,7,4.86,58.82,0.0,0.0,28.6,0.0,1
frozz_22,6,3.33,0.0,0.0,0.0,16.7,100.0,1
royyeer,6,4.33,0.0,0.0,0.0,0.0,100.0,1
marc4492,9,2.78,0.0,0.0,0.0,66.7,0.0,1
rdplusm,6,3.17,0.0,0.0,0.0,83.3,0.0,1
shyguy294,5,1,0.0,0.0,0.0,0.0,0.0,1
chuckfabulous,6,3,0.0,0.0,0.0,33.3,0.0,2
scop3r9,5,1,0.0,0.0,0.0,0.0,0.0,1
easykill42,5,4.8,41.67,0.0,0.0,20.0,0.0,1
tiddler84,5,4.6,43.48,0.0,20.0,0.0,0.0,1
wylde_kyle,7,2,0.0,0.0,0.0,14.3,0.0,1
zhaher,7,4.71,0.0,30.3,28.6,28.6,100.0,1
tortita,5,5.2,0.0,0.0,0.0,60.0,100.0,1
changename_,6,8,0.0,0.0,0.0,0.0,0.0,1
9zcrofo,14,3.07,0.0,0.0,14.3,71.4,100.0,1
gamefastr,8,4.38,0.0,0.0,12.5,37.5,100.0,2
mariehartleyjones,5,3.8,52.63,0.0,0.0,60.0,0.0,1
dagnolf96,8,5.5,0.0,0.0,0.0,0.0,0.0,1
mellonhead97,23,3.87,0.0,11.24,4.3,56.5,0.0,1
gurmehar_s,22,17.05,0.0,0.0,9.1,40.9,0.0,1
flybyrdy,6,1,0.0,0.0,0.0,0.0,0.0,1
josiacraft,6,1,0.0,0.0,0.0,0.0,100.0,1
deniseisepic,5,2,0.0,0.0,0.0,60.0,0.0,1
mechagodzilllaa,5,1,0.0,0.0,0.0,0.0,0.0,1
elliotstark11,9,2.11,52.63,0.0,0.0,11.1,0.0,1
hiimzackkk,10,3.9,102.56,0.0,0.0,20.0,100.0,4
has2703,9,1.11,100.0,0.0,0.0,33.3,0.0,1
jasamius,29,9.1,0.0,3.79,0.0,24.1,0.0,1
vasavage,7,4.57,0.0,31.25,0.0,42.9,0.0,1
void_flesh,17,3.53,0.0,0.0,5.9,0.0,0.0,1
jamesgoobs,6,3,55.56,0.0,0.0,50.0,0.0,1
campingtree,6,2.33,0.0,0.0,0.0,0.0,100.0,3
er_casco,5,10.4,0.0,0.0,0.0,40.0,0.0,1
zade_kun,10,2.3,43.48,0.0,0.0,40.0,100.0,2
ariiescs,5,3.4,0.0,0.0,0.0,20.0,40.0,2
sorokoshi,5,33.2,0.0,0.0,0.0,0.0,0.0,1
soccermom222,5,4.2,0.0,0.0,0.0,40.0,0.0,1
easer_name_9758,8,2.12,0.0,0.0,12.5,50.0,100.0,5
helppluk000,11,25.09,0.0,0.0,0.0,54.5,72.7,5
gtaman,11,3.55,0.0,0.0,0.0,9.1,100.0,1
certav,7,1.43,100.0,0.0,14.3,57.1,28.6,3
kweezy,13,4.15,0.0,0.0,0.0,46.2,100.0,1
troyyjohnson,27,3.78,9.8,9.8,3.7,0.0,0.0,1
nomesie,8,1.5,0.0,166.67,0.0,62.5,0.0,1
pechodepalomo,46,1.57,13.89,0.0,0.0,58.7,97.8,4
tenkini,5,9.8,0.0,0.0,20.0,0.0,100.0,1
kevinmr415,6,2.33,0.0,71.43,0.0,50.0,0.0,1
bentuhh,7,3.86,37.04,37.04,0.0,42.9,100.0,2
vibes810,8,7.25,0.0,34.48,0.0,0.0,100.0,1
megasmoke84,5,1.2,0.0,0.0,0.0,20.0,100.0,2
rayitoo,9,7.11,0.0,0.0,0.0,22.2,100.0,1
sakianne,6,1.17,0.0,0.0,0.0,33.3,0.0,1
smarcey,5,3.6,0.0,55.56,20.0,20.0,0.0,1
jimmy18,7,3.71,0.0,0.0,0.0,42.9,100.0,1
courtneychar,7,11.14,0.0,0.0,0.0,57.1,0.0,1
xlukasdg13x,7,2.86,0.0,0.0,0.0,85.7,100.0,1
derekthehobo,9,1.78,0.0,0.0,0.0,22.2,77.8,3
billpro,8,4.25,29.41,29.41,0.0,12.5,87.5,2
ragnarokberserk,6,6.17,0.0,0.0,0.0,33.3,50.0,2
electro55555,6,3.17,0.0,0.0,0.0,33.3,50.0,4
sm1tty,8,4.38,0.0,0.0,0.0,25.0,87.5,3
rnb__,9,4.56,0.0,0.0,0.0,0.0,100.0,2
omicron_eros,9,1.11,0.0,0.0,0.0,66.7,55.6,4
drpotato2u,11,3.36,0.0,0.0,0.0,9.1,0.0,1
crux_58,13,2.92,0.0,0.0,0.0,0.0,0.0,1
el_regreso_del_hater,7,2.71,0.0,0.0,14.3,42.9,100.0,1
falco_mcn,5,12.2,0.0,16.39,40.0,0.0,0.0,1
localcanofdutchgold,5,1.4,0.0,0.0,0.0,20.0,20.0,2
misspluisje,11,2.82,32.26,0.0,0.0,63.6,0.0,1
gem_warden,14,2.71,0.0,26.32,0.0,0.0,0.0,1
thedormouse13,8,3,41.67,0.0,0.0,0.0,0.0,1
nebulae_52,6,8.33,0.0,0.0,0.0,33.3,0.0,1
penthui,23,5.91,0.0,0.0,4.3,56.5,100.0,2
cole8765,15,3.4,19.61,0.0,0.0,13.3,0.0,1
lycandruid,6,3.5,0.0,0.0,0.0,0.0,100.0,1
throwawayaccount21,7,0.86,0.0,0.0,14.3,42.9,100.0,1
jacked_cowboy,17,5.47,172.04,0.0,5.9,17.6,82.4,7
poguex,6,6.67,25.0,25.0,33.3,0.0,0.0,1
shortyizrippin,6,1.17,0.0,0.0,0.0,66.7,16.7,2
thekavman,35,3.63,31.5,0.0,0.0,25.7,100.0,4
stayatrelax,13,5.77,0.0,0.0,0.0,7.7,100.0,1
schindlerjahudisi,8,8.75,0.0,0.0,0.0,0.0,100.0,1
giavarc,12,6,0.0,0.0,8.3,25.0,100.0,1
coolok01,5,2.4,83.33,0.0,0.0,40.0,0.0,1
xtheloss,10,4.2,0.0,0.0,0.0,0.0,100.0,1
onetrickshooter,9,5.44,0.0,0.0,0.0,11.1,100.0,1
qwazar90,8,3.25,0.0,0.0,12.5,12.5,100.0,3
ilikepiesk,17,4.53,12.99,0.0,5.9,29.4,100.0,4
tvkc2qd3d4d5d,5,4.4,0.0,0.0,20.0,20.0,100.0,1
cymbal1st,11,7.09,64.1,0.0,9.1,0.0,100.0,1
shadowrealmez,7,1.29,0.0,0.0,0.0,28.6,100.0,2
babofraser,7,1,142.86,142.86,0.0,42.9,57.1,5
agusting17,8,1.25,0.0,0.0,0.0,87.5,100.0,1
jamescrof,10,0.9,111.11,0.0,0.0,10.0,40.0,7
muybienlul,12,1,83.33,0.0,0.0,0.0,8.3,5
btsjeonjungkookie,12,16.5,5.05,0.0,0.0,50.0,100.0,4
cellxero,6,8.67,0.0,0.0,0.0,33.3,16.7,4
rosezj,20,2.15,0.0,0.0,0.0,20.0,70.0,8
licomrperfect,5,1.8,0.0,0.0,0.0,0.0,0.0,1
nerdy_monkey,22,2.64,68.97,17.24,4.5,4.5,0.0,1
nglitchy,5,1.2,0.0,0.0,0.0,40.0,40.0,3
eightquakecollapse,6,2.33,142.86,0.0,16.7,16.7,100.0,1
niphera01,5,1.6,0.0,0.0,0.0,0.0,40.0,3
invinciblewarlord,6,1,0.0,0.0,0.0,33.3,16.7,2
parthvader,10,0.8,125.0,0.0,20.0,20.0,100.0,4
fox_blitz,6,3.17,0.0,0.0,0.0,0.0,0.0,1
don_vito_96,6,3.33,0.0,0.0,0.0,33.3,0.0,1
edson21,7,2.43,58.82,0.0,14.3,42.9,85.7,2
perentino,34,8.38,0.0,0.0,0.0,14.7,100.0,3
generalmitch,77,2.42,10.75,10.75,0.0,53.2,100.0,4
legion966,6,1,0.0,0.0,0.0,16.7,0.0,1
changbinnie,7,1.57,0.0,0.0,0.0,85.7,71.4,3
themanolinmx,5,1.8,0.0,0.0,20.0,40.0,100.0,1
kardio,11,5.82,15.62,15.62,0.0,9.1,100.0,3
mochiro,5,1.6,0.0,0.0,0.0,40.0,100.0,2
shiftpenes,5,2.2,0.0,0.0,0.0,0.0,0.0,1
futilewarrior,12,3.08,0.0,0.0,16.7,25.0,0.0,2
eduardo_bruno10,5,1.8,0.0,0.0,0.0,40.0,60.0,2
123eko,5,19.6,0.0,0.0,0.0,80.0,0.0,1
seucreyssom,11,6.18,0.0,0.0,0.0,0.0,0.0,1
befallenlegate,6,3.83,0.0,0.0,66.7,0.0,0.0,1
bolsomito4sup,5,2,0.0,0.0,20.0,60.0,0.0,1
destinyggbot,9,15.67,0.0,0.0,11.1,0.0,0.0,1
kereiv_,5,0,0.0,0.0,0.0,0.0,0.0,1
jerkface1978,8,2,0.0,0.0,0.0,25.0,0.0,1
the1andonlystarman,12,3.92,0.0,0.0,0.0,33.3,100.0,1
msmester1000,5,6.2,0.0,0.0,20.0,20.0,0.0,2
decklunnn,5,3.8,0.0,0.0,0.0,60.0,60.0,2
lit_mini_23,5,5.8,0.0,0.0,20.0,0.0,100.0,1
antiherodiaz,13,8.92,8.62,17.24,0.0,46.2,100.0,2
chama_quando_ele_der_rage,5,1.6,125.0,0.0,40.0,20.0,0.0,1
dinaarth,7,55,0.0,0.0,0.0,100.0,0.0,1
jagermeisterlive,13,8.31,0.0,0.0,7.7,0.0,100.0,1
lourolopes,8,28.62,0.0,0.0,100.0,0.0,0.0,1
herenveenli11,8,4.62,0.0,0.0,0.0,12.5,100.0,1
ravingraventv,16,6.56,0.0,0.0,0.0,12.5,100.0,1
caiovoker,11,88,0.0,0.0,100.0,100.0,0.0,1
